Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Precious Achiuwa\achiupr01,C,22,TOR,55,23,1274,5.2,12.0,.430,0.7,2.2,.333,4.4,9.8,.451,1.6,2.8,.570,3.4,7.3,10.7,1.8,0.8,0.9,1.6,3.2,12.7
2,Steven Adams\adamsst01,C,28,MEM,62,61,1643,3.9,6.9,.555,0.0,0.0,,3.9,6.9,.555,2.1,3.7,.553,6.2,7.1,13.4,4.6,1.1,1.0,2.1,2.6,9.8
3,Bam Adebayo\adebaba01,C,24,MIA,41,41,1363,7.8,14.7,.534,0.0,0.1,.000,7.8,14.6,.539,4.7,6.3,.745,2.8,8.3,11.1,3.8,1.6,0.9,2.9,3.5,20.4
4,Santi Aldama\aldamsa01,PF,21,MEM,27,0,277,4.8,12.6,.381,0.5,5.1,.103,4.3,7.5,.569,1.6,2.6,.600,3.0,5.3,8.3,1.8,0.3,0.9,1.2,3.5,11.7
5,LaMarcus Aldridge\aldrila01,C,36,BRK,45,12,1027,8.8,15.9,.554,0.5,1.6,.311,8.3,14.4,.580,3.1,3.6,.873,2.5,6.3,8.8,1.4,0.5,1.6,1.5,2.6,21.3
6,Nickeil Alexander-Walker\alexani01,SG,23,TOT,54,19,1335,6.4,17.2,.375,2.6,8.3,.312,3.9,8.9,.435,2.0,2.7,.733,1.0,3.5,4.5,3.8,1.1,0.5,2.3,2.4,17.5
7,Nickeil Alexander-Walker\alexani01,SG,23,NOP,50,19,1317,6.5,17.3,.375,2.6,8.3,.311,3.9,8.9,.434,1.9,2.7,.722,1.0,3.5,4.5,3.8,1.1,0.5,2.3,2.4,17.5
8,Nickeil Alexander-Walker\alexani01,SG,23,UTA,4,0,18,4.0,10.0,.400,2.0,6.0,.333,2.0,4.0,.500,8.0,8.0,1.000,2.0,6.0,8.0,2.0,0.0,0.0,2.0,2.0,18.0
9,Grayson Allen\allengr01,SG,26,MIL,54,53,1498,5.1,11.8,.431,3.2,8.1,.394,1.9,3.7,.510,1.3,1.5,.857,0.6,3.7,4.3,2.0,1.0,0.4,0.7,1.9,14.6
10,Jarrett Allen\allenja01,C,23,CLE,56,56,1809,7.3,10.8,.677,0.0,0.2,.100,7.3,10.6,.688,3.3,4.6,.708,3.8,8.2,12.0,1.8,0.9,1.5,1.9,1.9,18.0
11,Jose Alvarado\alvarjo01,PG,23,NOP,36,1,466,5.3,12.5,.426,1.6,5.1,.318,3.7,7.4,.500,1.5,2.1,.741,0.8,3.2,4.0,5.9,2.9,0.4,1.8,3.9,13.8
12,Justin Anderson\anderju01,SF,28,TOT,6,0,77,2.8,8.9,.316,1.4,7.0,.200,1.4,1.9,.750,2.8,3.3,.857,0.9,3.7,4.7,4.2,0.9,0.5,1.4,4.2,9.8
13,Justin Anderson\anderju01,SF,28,CLE,3,0,47,3.1,6.1,.500,1.5,4.6,.333,1.5,1.5,1.000,2.3,3.1,.750,0.0,4.6,4.6,4.6,0.8,0.0,1.5,3.1,10.0
14,Justin Anderson\anderju01,SF,28,IND,3,0,30,2.4,13.2,.182,1.2,10.8,.111,1.2,2.4,.500,3.6,3.6,1.000,2.4,2.4,4.8,3.6,1.2,1.2,1.2,6.0,9.6
15,Kyle Anderson\anderky01,PF,28,MEM,53,8,1148,4.9,11.4,.434,0.9,2.7,.329,4.0,8.7,.466,1.6,2.5,.617,1.7,7.2,8.9,4.5,1.9,1.0,1.6,2.6,12.3
16,Giannis Antetokounmpo\antetgi01,PF,27,MIL,54,54,1772,11.0,20.1,.544,1.2,4.1,.296,9.7,16.0,.608,9.0,12.4,.722,2.2,10.5,12.7,6.6,1.1,1.6,3.7,3.6,32.1
17,Thanasis Antetokounmpo\antetth01,SF,29,MIL,38,5,369,4.3,8.7,.494,0.1,1.1,.091,4.2,7.6,.551,1.6,2.5,.615,3.2,4.8,8.0,1.9,1.4,0.9,2.0,6.0,10.2
18,Carmelo Anthony\anthoca01,PF,37,LAL,56,3,1497,6.3,14.2,.447,3.1,7.8,.390,3.3,6.3,.517,2.7,3.3,.838,1.2,4.5,5.7,1.3,1.0,1.2,1.3,3.1,18.4
19,Cole Anthony\anthoco01,PG,21,ORL,51,51,1682,6.5,16.4,.394,2.3,6.9,.333,4.2,9.5,.439,3.7,4.3,.856,0.6,5.7,6.2,6.3,0.9,0.3,3.0,2.9,18.9
20,OG Anunoby\anunoog01,SF,24,TOR,42,42,1541,6.5,14.8,.436,2.3,6.7,.351,4.1,8.2,.506,1.9,2.5,.748,1.5,3.9,5.4,2.6,1.5,0.6,1.7,2.9,17.1
21,Ryan Arcidiacono\arcidry01,PG,27,NYK,3,0,9,4.0,4.0,1.000,4.0,4.0,1.000,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0
22,Trevor Ariza\arizatr01,SF,36,LAL,22,10,415,2.4,7.1,.341,1.7,5.7,.303,0.7,1.4,.500,0.7,1.3,.533,0.5,5.6,6.2,2.0,1.0,0.3,0.9,1.6,7.3
23,D.J. Augustin\augusdj01,PG,34,TOT,37,2,570,3.8,9.4,.403,2.7,6.7,.406,1.1,2.7,.395,2.1,2.5,.872,0.5,2.4,2.9,5.4,0.8,0.0,3.0,1.2,12.4
24,D.J. Augustin\augusdj01,PG,34,HOU,34,2,510,3.9,9.6,.404,2.8,6.8,.406,1.1,2.8,.400,2.3,2.7,.868,0.5,2.4,2.9,5.2,0.7,0.0,3.2,1.2,12.8
25,D.J. Augustin\augusdj01,PG,34,LAL,3,0,60,3.0,7.8,.385,2.4,6.0,.400,0.6,1.8,.333,0.6,0.6,1.000,0.6,2.4,3.0,6.6,1.8,0.0,1.2,1.2,9.0
26,Deni Avdija\avdijde01,SF,21,WAS,63,6,1482,4.3,9.7,.440,1.4,4.3,.313,2.9,5.4,.543,1.8,2.3,.781,1.0,6.9,7.8,2.6,1.2,0.9,1.4,3.5,11.7
27,Joel Ayayi\ayayijo01,SG,21,WAS,7,0,20,1.8,10.8,.167,0.0,1.8,.000,1.8,9.0,.200,0.0,0.0,,1.8,3.6,5.4,7.2,0.0,0.0,0.0,0.0,3.6
28,Deandre Ayton\aytonde01,C,23,PHO,43,43,1264,9.0,14.0,.641,0.1,0.4,.385,8.9,13.7,.648,2.2,3.1,.713,3.0,8.9,11.9,1.7,1.0,1.0,2.0,2.8,20.3
29,Udoka Azubuike\azubuud01,C,22,UTA,16,6,185,6.6,9.0,.739,0.0,0.0,,6.6,9.0,.739,1.2,2.1,.545,3.5,9.7,13.2,0.0,0.2,2.1,2.3,4.5,14.4
30,Marvin Bagley III\baglema01,PF,22,TOT,36,17,803,6.8,14.2,.479,0.8,3.3,.233,6.1,10.9,.553,1.8,2.6,.678,3.7,7.7,11.4,0.9,0.6,0.6,1.1,2.7,16.2
31,Marvin Bagley III\baglema01,PF,22,SAC,30,17,656,6.3,13.5,.463,0.8,3.4,.242,5.4,10.1,.538,1.9,2.6,.745,3.7,8.1,11.8,0.9,0.5,0.6,1.2,2.7,15.3
32,Marvin Bagley III\baglema01,PF,22,DET,6,0,147,9.3,17.4,.535,0.5,2.7,.182,8.8,14.7,.600,1.2,2.9,.417,3.9,5.9,9.8,1.0,1.2,0.5,0.7,2.4,20.3
33,LaMelo Ball\ballla01,PG,20,CHO,58,58,1868,7.8,18.7,.418,3.0,8.1,.370,4.8,10.7,.454,3.4,3.9,.866,1.8,5.9,7.7,8.2,1.7,0.5,3.6,3.6,22.0
34,Lonzo Ball\balllo01,PG,24,CHI,35,35,1212,4.8,11.4,.423,3.3,7.7,.423,1.5,3.7,.423,0.6,0.8,.750,1.0,4.6,5.6,5.3,1.9,0.9,2.4,2.5,13.5
35,Mo Bamba\bambamo01,C,23,ORL,54,52,1407,5.6,11.8,.476,1.7,5.0,.345,3.9,6.7,.574,1.2,1.4,.821,2.9,8.0,10.9,1.7,0.8,2.4,1.6,3.6,14.1
36,Desmond Bane\banede01,SF,23,MEM,62,62,1871,7.9,17.3,.455,3.4,8.3,.412,4.4,9.0,.495,2.1,2.3,.907,0.7,4.6,5.3,3.0,1.3,0.5,1.8,3.1,21.2
37,Dalano Banton\bantoda01,SF,22,TOR,54,1,613,4.4,10.9,.405,0.8,2.9,.265,3.6,8.0,.456,1.3,2.1,.629,1.9,4.5,6.4,4.9,1.5,0.5,3.0,3.5,10.9
38,Cat Barber\barbeca01,PG,27,ATL,3,0,13,0.0,11.1,.000,0.0,0.0,,0.0,11.1,.000,0.0,11.1,.000,2.8,5.5,8.3,8.3,0.0,0.0,2.8,2.8,0.0
39,Harrison Barnes\barneha02,PF,29,SAC,62,62,2103,5.5,11.7,.473,2.1,5.0,.421,3.5,6.8,.511,5.2,6.2,.832,1.2,5.1,6.3,2.6,0.8,0.2,1.7,1.3,18.4
40,Scottie Barnes\barnesc01,PF,20,TOR,56,56,1983,6.1,12.5,.487,0.8,2.6,.306,5.3,9.8,.535,2.3,3.1,.734,2.7,5.1,7.8,3.4,1.1,0.8,2.0,2.7,15.2
41,RJ Barrett\barrerj01,SF,21,NYK,54,54,1816,7.2,17.3,.415,2.2,6.1,.357,5.0,11.2,.446,4.0,5.6,.704,0.9,5.3,6.2,3.1,0.6,0.3,2.2,2.3,20.5
42,Will Barton\bartowi01,SG,31,DEN,57,57,1813,6.3,14.4,.439,2.5,6.9,.357,3.9,7.5,.513,1.7,2.1,.792,0.7,4.9,5.5,4.3,0.9,0.6,2.0,1.7,16.8
43,Paris Bass\basspa01,SF,26,PHO,2,0,7,10.3,30.9,.333,0.0,10.3,.000,10.3,20.6,.500,10.3,10.3,1.000,10.3,10.3,20.6,0.0,5.1,0.0,10.3,10.3,30.9
44,Charles Bassey\bassech01,PF,21,PHI,23,0,168,6.4,10.1,.638,0.0,0.9,.000,6.4,9.2,.698,1.9,2.6,.750,4.7,8.6,13.3,1.5,1.1,3.6,1.7,6.9,14.8
45,Keita Bates-Diop\bateske01,SF,26,SAS,50,13,812,4.8,9.5,.509,0.8,2.2,.347,4.1,7.3,.558,1.5,2.1,.708,2.2,6.4,8.6,1.5,1.2,0.6,1.6,2.3,11.9
46,Nicolas Batum\batumni01,PF,33,LAC,45,40,1093,4.5,9.7,.466,2.7,6.8,.405,1.8,2.9,.607,0.6,0.9,.667,0.8,5.8,6.6,2.2,1.4,1.1,1.0,2.0,12.4
47,Kent Bazemore\bazemke01,SF,32,LAL,35,14,504,3.2,9.3,.346,2.1,5.3,.392,1.1,4.0,.286,0.9,1.2,.765,0.8,3.7,4.5,2.4,1.6,0.6,1.1,4.4,9.4
48,Darius Bazley\bazleda01,PF,21,OKC,59,43,1624,4.7,11.6,.402,1.3,4.7,.286,3.3,7.0,.479,2.0,2.8,.695,1.4,7.1,8.5,1.8,1.2,1.5,1.7,1.2,12.7
49,Bradley Beal\bealbr01,SG,28,WAS,40,40,1439,8.7,19.3,.451,1.6,5.3,.300,7.1,14.0,.508,4.2,5.1,.833,1.0,3.8,4.7,6.6,0.9,0.4,3.4,2.4,23.2
50,Malik Beasley\beaslma01,SG,25,MIN,65,12,1632,6.2,16.2,.386,4.4,11.8,.369,1.9,4.3,.434,0.8,1.0,.766,0.5,3.6,4.1,2.1,0.7,0.2,0.8,1.7,17.6
51,Jordan Bell\belljo01,C,27,CHI,1,0,2,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,18.0,0.0,18.0,0.0,18.0,0.0,0.0,36.0,0.0
52,DeAndre' Bembry\bembrde01,SF,27,TOT,53,20,1000,4.5,7.8,.569,0.5,1.3,.417,3.9,6.6,.599,0.8,1.3,.600,1.4,4.3,5.8,2.3,1.7,0.9,1.1,4.0,10.2
53,DeAndre' Bembry\bembrde01,SF,27,BRK,48,20,949,4.6,8.1,.568,0.6,1.4,.417,4.0,6.7,.599,0.8,1.3,.600,1.4,4.3,5.8,2.3,1.8,0.9,1.1,3.9,10.5
54,DeAndre' Bembry\bembrde01,SF,27,MIL,5,0,51,2.1,3.5,.600,0.0,0.0,,2.1,3.5,.600,0.0,0.0,,1.4,4.2,5.6,2.1,0.7,0.0,0.0,4.2,4.2
55,Dāvis Bertāns\bertada01,PF,29,TOT,42,0,621,4.4,12.5,.352,3.4,10.6,.322,1.0,1.9,.515,1.8,2.0,.912,0.4,4.2,4.6,1.2,0.8,0.5,0.8,3.8,14.0
56,Dāvis Bertāns\bertada01,PF,29,WAS,34,0,501,4.3,12.3,.351,3.3,10.3,.319,1.0,1.9,.519,2.0,2.2,.933,0.4,4.0,4.4,1.1,0.8,0.4,1.0,4.0,13.9
57,Dāvis Bertāns\bertada01,PF,29,DAL,8,0,120,4.8,13.5,.356,3.9,11.7,.333,0.9,1.8,.500,0.9,1.2,.750,0.3,5.4,5.7,1.5,0.6,0.9,0.0,3.3,14.4
58,Patrick Beverley\beverpa01,PG,33,MIN,46,42,1199,4.3,10.7,.398,2.0,6.1,.335,2.2,4.6,.481,2.0,2.8,.707,1.5,4.5,6.0,6.8,1.6,1.3,1.9,4.3,12.5
59,Saddiq Bey\beysa01,SF,22,DET,65,65,2184,5.9,15.0,.395,2.8,7.9,.348,3.2,7.1,.447,2.6,3.2,.829,1.6,4.6,6.2,3.0,0.9,0.2,1.4,1.7,17.2
60,Khem Birch\birchkh01,C,29,TOR,38,15,693,3.5,7.5,.472,0.0,0.4,.000,3.5,7.1,.500,2.0,2.8,.736,4.4,4.2,8.6,2.2,1.4,1.0,1.0,3.6,9.1
61,Goga Bitadze\bitadgo01,C,22,IND,40,8,478,5.8,12.1,.481,1.0,4.0,.245,4.8,8.1,.598,2.9,4.6,.623,3.7,5.1,8.8,2.3,1.0,2.0,2.6,5.6,15.4
62,Bismack Biyombo\biyombi01,C,29,PHO,21,3,341,6.3,10.3,.612,0.0,0.0,,6.3,10.3,.612,3.0,5.6,.528,5.1,7.4,12.5,1.7,1.2,1.8,1.7,4.5,15.6
63,Nemanja Bjelica\bjeline01,C,33,GSW,57,0,863,5.3,11.6,.452,1.8,5.2,.336,3.5,6.4,.545,1.9,2.8,.682,1.9,7.3,9.2,4.6,1.3,0.8,2.7,3.9,14.1
64,Eric Bledsoe\bledser01,PG,32,LAC,54,29,1361,5.2,12.4,.421,1.3,4.3,.313,3.9,8.1,.479,2.4,3.1,.761,0.7,4.1,4.8,6.0,1.8,0.5,3.1,2.2,14.1
65,Keljin Blevins\blevike01,SF,26,POR,17,1,135,4.3,10.4,.410,2.4,6.7,.360,1.9,3.7,.500,0.3,1.1,.250,1.6,1.9,3.5,2.4,0.5,0.3,2.1,2.1,11.2
66,Bogdan Bogdanović\bogdabo01,SG,29,ATL,46,27,1358,6.4,14.5,.438,3.1,8.5,.369,3.2,6.0,.535,1.5,1.9,.829,0.5,4.4,4.9,3.7,1.2,0.3,1.4,2.6,17.4
67,Bojan Bogdanović\bogdabo02,PF,32,UTA,62,62,1921,7.1,15.6,.455,3.0,7.8,.386,4.1,7.8,.525,3.6,4.1,.868,1.0,4.0,5.0,2.0,0.5,0.0,2.0,1.9,20.7
68,Bol Bol\bolbo01,PF,22,DEN,14,0,81,6.7,12.0,.556,0.4,1.8,.250,6.2,10.2,.609,0.9,2.2,.400,1.8,7.1,8.9,2.2,0.4,0.9,1.8,1.8,14.7
69,Leandro Bolmaro\bolmale01,SF,21,MIN,27,2,202,2.1,7.0,.308,0.7,2.9,.250,1.4,4.1,.348,1.4,1.6,.889,2.7,3.9,6.6,2.3,1.1,0.0,2.3,4.3,6.4
70,Isaac Bonga\bongais01,SF,22,TOR,14,0,67,1.6,7.0,.231,0.5,2.1,.250,1.1,4.8,.222,2.1,3.2,.667,2.1,1.6,3.8,2.1,3.8,1.1,1.1,5.4,5.9
71,Devin Booker\bookede01,SG,25,PHO,54,54,1856,9.8,21.8,.448,2.7,7.4,.368,7.0,14.4,.490,4.6,5.3,.864,0.8,4.6,5.4,4.9,1.2,0.4,2.6,2.6,26.9
72,Brandon Boston Jr.\bostobr01,SG,20,LAC,45,0,656,5.8,15.4,.374,1.6,5.4,.306,4.1,10.0,.410,3.0,3.6,.831,0.8,4.7,5.5,2.1,1.3,0.6,1.5,1.9,16.1
73,Chris Boucher\bouchch01,PF,29,TOR,62,9,1270,5.6,11.9,.473,1.4,4.7,.291,4.3,7.2,.591,3.3,4.3,.770,3.6,6.8,10.4,0.6,1.1,1.7,1.0,3.9,15.9
74,James Bouknight\bouknja01,SG,21,CHO,28,0,296,5.8,16.5,.353,2.1,6.0,.347,3.8,10.6,.356,3.3,3.8,.871,2.6,3.3,5.8,2.8,0.9,0.1,1.6,3.4,17.0
75,Avery Bradley\bradlav01,SG,31,LAL,51,42,1198,3.8,9.1,.411,2.1,5.4,.383,1.7,3.7,.452,0.4,0.4,.857,0.8,2.7,3.5,1.3,1.4,0.3,1.0,2.9,9.9
76,Tony Bradley\bradlto01,C,24,CHI,47,7,512,4.5,7.7,.587,0.0,0.0,,4.5,7.7,.587,1.0,1.5,.667,4.1,7.9,12.0,1.7,0.7,2.3,2.0,4.0,10.0
77,Ignas Brazdeikis\brazdig01,SF,23,ORL,31,0,281,4.7,11.7,.407,1.5,5.0,.308,3.2,6.7,.481,1.7,2.2,.765,1.5,3.6,5.1,2.9,1.0,0.3,1.2,3.7,12.7
78,Mikal Bridges\bridgmi01,SF,25,PHO,64,64,2236,5.5,10.4,.533,1.4,3.9,.366,4.1,6.5,.633,1.4,1.7,.837,1.0,3.4,4.4,2.4,1.2,0.4,0.8,2.0,13.9
79,Miles Bridges\bridgmi02,PF,23,CHO,63,63,2279,7.3,15.2,.480,1.8,5.8,.306,5.5,9.4,.588,3.3,4.1,.800,1.2,6.0,7.2,3.7,1.0,0.9,2.0,2.6,19.6
80,Oshae Brissett\brissos01,SF,23,IND,53,11,1139,4.4,11.0,.398,1.7,5.1,.331,2.7,5.9,.455,2.4,3.7,.664,2.6,5.7,8.3,1.5,1.0,0.8,1.2,2.6,12.8
81,Malcolm Brogdon\brogdma01,PG,29,IND,33,33,1107,7.2,16.1,.448,1.8,5.7,.322,5.4,10.5,.516,4.5,5.3,.852,1.0,4.7,5.7,6.2,0.9,0.4,2.1,2.1,20.7
82,Armoni Brooks\brookar01,SG-PG,23,TOT,42,8,695,4.5,13.0,.347,3.3,11.0,.300,1.2,2.0,.605,0.8,1.0,.842,0.6,3.6,4.2,2.5,1.1,0.4,1.2,3.2,13.2
83,Armoni Brooks\brookar01,SG,23,HOU,41,8,690,4.5,13.1,.347,3.3,11.1,.300,1.2,2.0,.605,0.8,1.0,.842,0.6,3.6,4.2,2.6,1.1,0.4,1.2,3.1,13.3
84,Armoni Brooks\brookar01,PG,23,TOR,1,0,5,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,0.0
85,Dillon Brooks\brookdi01,SF,26,MEM,21,20,587,8.9,20.9,.426,2.0,6.2,.327,6.9,14.7,.469,3.9,4.4,.889,1.0,3.2,4.2,3.5,1.7,0.2,2.3,4.2,23.7
86,Bruce Brown\brownbr01,SF,25,BRK,56,29,1249,4.8,9.9,.488,0.7,1.8,.377,4.2,8.1,.512,1.6,2.1,.757,2.2,5.1,7.3,2.4,1.7,0.9,1.1,3.9,11.9
87,Charlie Brown Jr.\brownch02,SG,24,TOT,19,2,172,2.1,8.2,.256,0.2,2.5,.083,1.9,5.7,.333,1.9,2.1,.900,2.9,3.8,6.7,1.3,2.1,0.8,1.0,3.8,6.3
88,Charlie Brown Jr.\brownch02,SG,24,DAL,3,0,15,2.4,12.0,.200,0.0,7.2,.000,2.4,4.8,.500,0.0,0.0,,0.0,2.4,2.4,2.4,4.8,2.4,0.0,4.8,4.8
89,Charlie Brown Jr.\brownch02,SG,24,PHI,16,2,157,2.1,7.8,.265,0.2,2.1,.111,1.8,5.7,.320,2.1,2.3,.900,3.2,3.9,7.1,1.1,1.8,0.7,1.1,3.7,6.4
90,Chaundee Brown Jr.\brownch05,SG-SF,23,TOT,5,2,104,3.5,11.1,.313,2.1,6.2,.333,1.4,4.8,.286,1.7,2.1,.833,0.3,5.2,5.5,1.4,0.7,0.0,0.3,2.4,10.7
91,Chaundee Brown Jr.\brownch05,SF,23,LAL,2,0,21,1.7,12.0,.143,0.0,5.1,.000,1.7,6.9,.250,0.0,0.0,,0.0,3.4,3.4,0.0,0.0,0.0,1.7,0.0,3.4
92,Chaundee Brown Jr.\brownch05,SG,23,ATL,3,2,83,3.9,10.8,.360,2.6,6.5,.400,1.3,4.3,.300,2.2,2.6,.833,0.4,5.6,6.1,1.7,0.9,0.0,0.0,3.0,12.6
93,Greg Brown III\browngr01,SF,20,POR,32,0,308,4.9,12.0,.408,0.6,3.3,.179,4.3,8.8,.493,2.9,4.6,.641,2.3,5.8,8.2,1.3,1.9,1.5,1.5,4.9,13.3
94,Jaylen Brown\brownja02,SF,25,BOS,51,51,1717,9.1,19.6,.463,2.7,7.7,.351,6.4,11.9,.536,3.9,5.1,.767,0.8,5.8,6.6,3.6,1.1,0.3,3.0,2.6,24.8
95,Moses Brown\brownmo01,C,22,DAL,26,1,169,5.8,10.7,.540,0.0,0.0,,5.8,10.7,.540,5.8,9.2,.628,3.4,9.6,13.0,0.2,0.6,1.9,3.0,6.0,17.3
96,Sterling Brown\brownst02,SG,26,DAL,41,3,543,3.5,8.8,.398,1.8,5.4,.333,1.7,3.4,.500,0.7,0.7,.909,1.5,7.3,8.8,2.0,0.8,0.4,1.4,3.0,9.5
97,Troy Brown Jr.\browntr01,SF,22,CHI,54,6,934,3.6,8.7,.413,1.5,4.4,.351,2.0,4.3,.477,0.7,1.0,.760,1.4,5.4,6.8,2.1,1.2,0.2,0.8,2.2,9.4
98,Jalen Brunson\brunsja01,PG,25,DAL,63,45,2028,7.2,14.3,.504,1.3,3.4,.389,5.9,10.9,.540,2.3,2.8,.819,0.6,3.6,4.2,5.9,1.0,0.1,1.9,2.2,18.1
99,Thomas Bryant\bryanth01,C,24,WAS,20,9,351,6.9,13.1,.523,1.0,3.7,.278,5.8,9.4,.620,2.4,2.8,.852,2.6,5.8,8.4,2.2,0.6,1.4,1.7,3.6,17.1
100,Shaq Buchanan\buchash01,PG,25,MEM,2,0,10,3.6,14.4,.250,0.0,7.2,.000,3.6,7.2,.500,0.0,0.0,,3.6,3.6,7.2,7.2,3.6,0.0,7.2,3.6,7.2
101,Reggie Bullock\bullore01,SF,30,DAL,55,24,1464,3.9,9.6,.404,2.6,7.4,.357,1.3,2.2,.560,0.9,1.0,.857,0.6,4.0,4.5,1.5,0.8,0.3,0.8,2.0,11.3
102,Trey Burke\burketr01,PG,29,DAL,33,0,350,7.3,17.7,.413,2.4,7.2,.329,4.9,10.5,.471,1.6,2.0,.842,0.3,2.6,2.9,4.7,1.1,0.0,2.2,3.2,18.6
103,Alec Burks\burksal01,SG,30,NYK,64,27,1740,4.3,11.4,.380,2.3,5.9,.390,2.0,5.4,.369,3.5,4.2,.815,0.8,5.3,6.1,3.6,1.4,0.5,1.3,3.2,14.4
104,Jared Butler\butleja02,SG,21,UTA,29,1,221,5.9,15.0,.391,2.8,7.8,.354,3.1,7.2,.432,1.1,2.0,.583,0.5,3.3,3.7,5.7,1.5,1.1,3.9,4.7,15.6
105,Jimmy Butler\butleji01,SF,32,MIA,46,46,1563,7.4,15.7,.471,0.4,2.0,.198,7.0,13.7,.510,7.5,8.6,.871,2.0,4.5,6.5,6.0,1.9,0.5,2.3,1.6,22.6
106,Devontae Cacok\cacokde01,PF,25,SAS,11,0,92,7.0,10.2,.692,0.0,0.0,,7.0,10.2,.692,1.6,2.7,.571,2.7,11.3,14.1,2.0,2.7,2.7,0.8,4.7,15.7
107,Kentavious Caldwell-Pope\caldwke01,SG,28,WAS,60,60,1789,5.2,12.5,.419,2.5,6.3,.394,2.7,6.1,.446,1.9,2.1,.902,0.6,3.4,4.0,2.3,1.3,0.4,1.4,2.1,14.8
108,Facundo Campazzo\campafa01,PG,30,DEN,58,4,1147,3.3,8.9,.368,1.8,5.8,.308,1.5,3.1,.480,1.9,2.4,.769,0.6,2.9,3.5,6.6,1.9,0.7,2.0,3.8,10.3
109,Vlatko Čančar\cancavl01,PF,24,DEN,14,1,152,5.2,9.2,.564,1.7,2.8,.583,3.6,6.4,.556,2.1,2.8,.750,1.4,4.0,5.4,3.1,0.5,0.7,1.9,3.1,14.2
110,Clint Capela\capelca01,C,27,ATL,56,55,1568,6.1,10.3,.594,0.0,0.0,.000,6.1,10.3,.595,1.4,3.1,.470,4.9,10.6,15.5,1.7,0.8,1.8,0.7,2.8,13.7
111,Vernon Carey Jr.\careyve01,C,20,TOT,5,1,18,6.0,12.0,.500,0.0,0.0,,6.0,12.0,.500,4.0,6.0,.667,6.0,4.0,10.0,0.0,2.0,0.0,2.0,2.0,16.0
112,Vernon Carey Jr.\careyve01,C,20,CHO,4,1,17,6.4,12.7,.500,0.0,0.0,,6.4,12.7,.500,4.2,6.4,.667,6.4,4.2,10.6,0.0,2.1,0.0,2.1,2.1,16.9
113,Vernon Carey Jr.\careyve01,C,20,WAS,1,0,1,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,Jevon Carter\carteje01,PG,26,TOT,51,1,629,3.7,10.9,.337,2.7,7.8,.343,1.0,3.0,.321,0.6,0.8,.786,0.6,3.7,4.3,3.0,0.8,0.6,1.5,2.9,10.6
115,Jevon Carter\carteje01,PG,26,BRK,46,1,552,3.8,11.3,.333,2.7,8.3,.331,1.0,3.1,.340,0.5,0.7,.700,0.6,3.8,4.4,3.0,0.9,0.7,1.7,2.9,10.8
116,Jevon Carter\carteje01,PG,26,MIL,5,0,77,2.8,7.5,.375,2.3,4.7,.500,0.5,2.8,.167,1.9,1.9,1.000,0.9,2.8,3.7,3.3,0.0,0.5,0.5,2.8,9.8
117,Wendell Carter Jr.\cartewe01,C,22,ORL,54,53,1601,6.7,12.9,.517,1.4,4.2,.323,5.3,8.6,.612,2.7,3.8,.702,2.7,10.0,12.6,3.3,0.7,0.8,2.3,3.2,17.4
118,Alex Caruso\carusal01,SG,27,CHI,28,9,775,3.6,8.5,.429,1.4,4.0,.345,2.2,4.4,.505,2.2,2.7,.814,1.2,3.9,5.0,5.1,2.5,0.5,1.9,3.2,10.9
119,Willie Cauley-Stein\caulewi01,C,28,TOT,20,2,183,3.1,6.9,.457,0.2,0.4,.500,3.0,6.5,.455,0.2,0.4,.500,2.6,5.3,7.9,2.0,1.2,0.6,1.4,3.7,6.7
120,Willie Cauley-Stein\caulewi01,C,28,DAL,18,2,177,3.3,7.1,.457,0.2,0.4,.500,3.1,6.7,.455,0.2,0.4,.500,2.6,5.1,7.7,1.8,1.2,0.6,1.4,3.5,6.9
121,Willie Cauley-Stein\caulewi01,C,28,PHI,2,0,6,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,12.0,12.0,6.0,0.0,0.0,0.0,12.0,0.0
122,Ahmad Caver\caverah01,PG,25,IND,1,0,1,36.0,36.0,1.000,0.0,0.0,,36.0,36.0,1.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0
123,Justin Champagnie\champju01,SF,20,TOR,35,0,274,3.9,8.5,.462,1.2,3.4,.346,2.8,5.1,.538,1.2,1.2,1.000,4.9,4.3,9.2,1.4,0.9,0.5,0.9,4.2,10.2
124,Zylan Cheatham\cheatzy01,SF,26,UTA,1,0,5,0.0,21.6,.000,0.0,14.4,.000,0.0,7.2,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
